policy_id,policyholder_id,vehicle_id,coverage_type,start_date,end_date,premium_usd,deductible_usd,is_active,agent_id,coverage_amount_usd
POL00508,PH00508,VH00508,Comprehensive,2019-06-22,21/06/2020,343.9,389.04,No,AGT049,370151.48
POL00509,PH00509,VH00509,Collision,25 Dec 2021,25 Dec 2022,1642.24,1577.89,No,AGT047,225252.94
POL00510,PH00510,VH00510,Third Party,2021-11-18,18/11/2022,1471.42,1384.11,yes,AGT005,12505.94
POL00511,PH00511,VH00511,Collision,2021-08-20,08-20-2022,$1000.1,1514.29,Y,AGT034,216439.94
POL00512,PH00512,VH00512,Third Party Fire & Theft,23/08/2019,22/08/2020,1532.28,428.85,1,AGT001,239122.26
POL00513,PH00513,VH00513,Collision,2024-11-22,11-22-2025,4928.84,,no,AGT026,324024.64
POL00514,PH00514,VH00514,Comprehensive,10-10-2023,09 Oct 2024,544.29,1046.68,TRUE,AGT038,382424.42
POL00515,PH00515,VH00515,Third Party,16/01/2021,01-16-2022,$4749.71,,No,AGT021,181178.38
POL00516,PH00516,VH00516,Collision,06-14-2022,14/06/2023,4847.78,1292.41,1,AGT031,14842.89
POL00517,PH00517,VH00517,Collision,21/12/2024,21 Dec 2025,1402.74,1868.36,False,AGT049,162022.89
POL00518,PH00518,VH00518,Third Party Fire & Theft,14 Jan 2022,14 Jan 2023,$610.01,1183.85,No,AGT029,304930.37
POL00519,PH00519,VH00519,Comprehensive,01 Dec 2023,30/11/2024,1337.26,1807.55,0,AGT044,448463.77
POL00520,PH00520,VH00520,Third Party Fire & Theft,2020-06-27,06-27-2021,2360.79,776.25,no,AGT010,216341.38
POL00521,PH00521,VH00521,Collision,2024-09-05,09-05-2025,$4482.3,1083.89,yes,AGT044,344429.74
POL00522,PH00522,VH00522,Third Party,14 May 2024,2025-05-14,$2734.83,301.29,No,AGT017,203312.5
POL00523,PH00523,VH00523,Collision,23/04/2024,2025-04-23,4738.05,,Yes,AGT050,479702.76
POL00524,PH00524,VH00524,Third Party,21 Aug 2020,08-21-2021,$2822.96,784.55,0,AGT049,317674.68
POL00525,PH00525,VH00525,Comprehensive,2024-10-24,24 Oct 2025,$3309.49,254.05,TRUE,AGT006,363887.99
POL00526,PH00526,VH00526,Comprehensive,2024-10-19,10-19-2025,846.35,,yes,AGT029,48833.66
POL00527,PH00527,VH00527,Comprehensive,11-02-2024,02/11/2025,$3286.32,818.06,0,AGT007,435157.02
POL00528,PH00528,VH00528,Third Party Fire & Theft,31/01/2022,2023-01-31,4632.61,864.5,N,AGT023,107961.94
POL00529,PH00529,VH00529,third party fire & theft,23 Aug 2021,23 Aug 2022,$2878.87,552.98,Yes,AGT025,127695.37
POL00530,PH00530,VH00530,Third Party Fire & Theft,01-24-2021,2022-01-24,2852.74,1266.53,FALSE,AGT042,346395.13
POL00531,PH00531,VH00531,Collision,01/04/2022,01/04/2023,4141.92,633.41,Yes,AGT005,302407.24
POL00532,PH00532,VH00532,Third Party,28/05/2019,2020-05-27,4758.33,1741.68,False,AGT012,151086.65
POL00533,PH00533,VH00533,third party fire & theft,20 May 2021,2022-05-20,$4618.62,410.94,True,AGT004,49930.8
POL00534,PH00534,VH00534,Third Party Fire & Theft,11/10/2024,10-11-2025,2359.98,1923.53,False,AGT006,21873.9
POL00535,PH00535,VH00535,Comprehensive,01-26-2023,26 Jan 2024,2585.66,1377.73,N,AGT031,398334.16
POL00536,PH00536,VH00536,Collision,04-25-2020,04-25-2021,$1124.6,207.15,No,AGT022,270752.26
POL00537,PH00537,VH00537,Third Party,2022-03-30,30/03/2023,$4552.0,,no,AGT040,473547.91
POL00538,PH00538,VH00538,Third Party,13/11/2024,13 Nov 2025,2302.35,1222.86,yes,AGT013,119948.71
POL00539,PH00539,VH00539,Comprehensive,2019-05-06,05 May 2020,1191.46,616.85,0,AGT030,316131.51
POL00540,PH00540,VH00540,Third Party,11 Dec 2020,11/12/2021,1680.71,406.19,TRUE,AGT011,353615.11
POL00541,PH00541,VH00541,Third Party,04-16-2022,2023-04-16,1555.95,1862.21,0,AGT006,349491.52
POL00542,PH00542,VH00542,Comprehensive,25 Jul 2023,24 Jul 2024,$4347.95,1899.17,False,AGT038,32892.84
POL00543,PH00543,VH00543,Third Party Fire & Theft,08 Dec 2024,08/12/2025,$1289.89,,False,AGT015,407734.11
POL00544,PH00544,VH00544,Comprehensive,16/03/2020,16 Mar 2021,$1296.26,1573.2,No,AGT042,329239.75
POL00545,PH00545,VH00545,Third Party,2022-09-01,01/09/2023,673.83,1407.09,No,AGT042,212806.25
POL00546,PH00546,VH00546,third party fire & theft,31/05/2022,2023-05-31,1549.37,1683.85,1,AGT035,266524.31
POL00547,PH00547,VH00547,Comprehensive,04-21-2021,04-21-2022,$4999.19,832.06,no,AGT010,251484.86
POL00548,PH00548,VH00548,collision,2023-07-27,2024-07-26,$1137.14,1619.39,yes,AGT016,300309.62
POL00549,PH00549,VH00549,collision,18 May 2023,17/05/2024,1619.14,,yes,AGT030,489120.14
POL00550,PH00550,VH00550,Collision,23/01/2019,23/01/2020,$1180.57,1990.06,1,AGT024,183904.19
POL00551,PH00551,VH00551,Third Party,03 Oct 2020,2021-10-03,508.13,1352.57,TRUE,AGT015,402648.71
POL00552,PH00552,VH00552,comprehensive,11 Sep 2024,11 Sep 2025,3486.8,280.13,False,AGT019,272600.4
POL00553,PH00553,VH00553,Comprehensive,16 Nov 2022,11-16-2023,2552.57,627.19,TRUE,AGT006,254892.38
POL00554,PH00554,VH00554,Third Party,28/05/2021,28 May 2022,1070.33,1774.85,Y,AGT008,73754.99
POL00555,PH00555,VH00555,Collision,11-03-2021,03 Nov 2022,$606.0,717.2,no,AGT033,243149.05
POL00556,PH00556,VH00556,Collision,20 Aug 2022,20 Aug 2023,1909.26,1981.2,no,AGT014,317670.52
POL00557,PH00557,VH00557,Collision,06-01-2020,2021-06-01,3284.53,357.56,1,AGT050,34593.54
POL00558,PH00558,VH00558,Third Party Fire & Theft,30 May 2020,30 May 2021,3799.37,1852.36,0,AGT046,141469.95
POL00559,PH00559,VH00559,Collision,12/04/2019,11 Apr 2020,373.17,,Yes,AGT008,299480.49
POL00560,PH00560,VH00560,Comprehensive,2019-05-31,30/05/2020,$1053.91,1320.49,No,AGT049,494295.8
POL00561,PH00561,VH00561,Third Party,2019-09-21,20/09/2020,$625.79,1354.48,TRUE,AGT009,295186.54
POL00562,PH00562,VH00562,Comprehensive,05-26-2023,25 May 2024,$1005.76,1926.45,TRUE,AGT040,236384.93
POL00563,PH00563,VH00563,Third Party Fire & Theft,08-13-2023,2024-08-12,4743.71,348.12,N,AGT007,243652.2
POL00564,PH00564,VH00564,third party fire & theft,2020-12-30,30/12/2021,4064.45,1516.77,Yes,AGT048,360150.65
POL00565,PH00565,VH00565,Third Party,2022-08-05,05 Aug 2023,1181.39,1979.2,Y,AGT050,331235.89
POL00566,PH00566,VH00566,Third Party,09-27-2023,26 Sep 2024,1292.95,1137.14,No,AGT035,188299.57
POL00567,PH00567,VH00567,Third Party Fire & Theft,07-23-2022,23/07/2023,2590.32,1253.67,Y,AGT024,384707.05
POL00568,PH00568,VH00568,Collision,23 Jul 2023,22/07/2024,2251.11,,Yes,AGT037,414908.88
POL00569,PH00569,VH00569,Collision,02 Oct 2024,02/10/2025,822.25,1660.79,True,AGT047,111148.27
POL00570,PH00570,VH00570,Third Party,20/05/2020,20/05/2021,$3898.44,505.55,1,AGT028,498180.46
POL00571,PH00571,VH00571,Third Party,16 Mar 2023,15 Mar 2024,3380.34,545.35,Y,AGT026,494150.24
POL00572,PH00572,VH00572,Third Party,21/12/2024,21 Dec 2025,3519.13,816.17,False,AGT018,253441.12
POL00573,PH00573,VH00573,Comprehensive,2019-09-29,28/09/2020,4072.86,392.51,No,AGT033,276890.31
POL00574,PH00574,VH00574,Collision,17/08/2023,2024-08-16,895.96,1556.07,N,AGT041,363507.34
POL00575,PH00575,VH00575,Third Party Fire & Theft,03 Sep 2022,03/09/2023,1815.99,1283.57,N,AGT023,101416.81
POL00576,PH00576,VH00576,Third Party Fire & Theft,2020-12-12,12-12-2021,346.33,562.56,TRUE,AGT045,165129.12
POL00577,PH00577,VH00577,Third Party Fire & Theft,09/02/2021,2022-02-09,4440.09,,1,AGT050,454184.22
POL00578,PH00578,VH00578,Third Party Fire & Theft,10/08/2019,2020-08-09,549.1,1273.62,FALSE,AGT021,114230.53
POL00579,PH00579,VH00579,Third Party Fire & Theft,02-08-2022,02-08-2023,1717.54,,True,AGT042,159082.11
POL00580,PH00580,VH00580,Third Party Fire & Theft,10/07/2022,10/07/2023,$4913.81,1259.37,No,AGT006,28781.22
POL00581,PH00581,VH00581,Third Party Fire & Theft,27 Apr 2024,27/04/2025,2954.11,440.45,no,AGT042,457549.02
POL00582,PH00582,VH00582,Third Party,2022-10-29,29/10/2023,642.47,915.66,yes,AGT035,290047.63
POL00583,PH00583,VH00583,Comprehensive,10-27-2023,26 Oct 2024,$4880.16,1955.06,no,AGT013,104755.61
POL00584,PH00584,VH00584,Collision,12 Mar 2020,12 Mar 2021,4989.15,1459.43,TRUE,AGT023,490367.23
POL00585,PH00585,VH00585,Third Party Fire & Theft,30/01/2024,14/01/2024,2060.85,1561.89,False,AGT042,200649.58
POL00586,PH00586,VH00586,Collision,05-04-2020,04 May 2021,4421.75,1154.21,False,AGT026,82902.95
POL00587,PH00587,VH00587,Third Party,08-24-2021,24 Aug 2022,1886.11,1515.36,False,AGT010,429729.51
POL00588,PH00588,VH00588,Comprehensive,19/01/2022,19 Jan 2023,4023.49,1914.58,TRUE,AGT020,171994.13
POL00589,PH00589,VH00589,Third Party,07/02/2023,07/02/2024,$2255.92,297.33,1,AGT042,391872.47
POL00590,PH00590,VH00590,Collision,2023-07-06,05 Jul 2024,$2726.53,1949.7,no,AGT044,340952.36
POL00591,PH00591,VH00591,Third Party,04-09-2024,2025-04-09,$3305.98,740.99,TRUE,AGT034,263053.59
POL00592,PH00592,VH00592,Collision,03 Jan 2021,03 Jan 2022,$1002.98,1048.13,Y,AGT020,171765.75
POL00593,PH00593,VH00593,Third Party,2021-11-27,27/11/2022,668.05,,1,AGT006,431763.23
POL00594,PH00594,VH00594,Collision,13/09/2023,12 Sep 2024,$3726.12,1269.14,yes,AGT004,180530.2
POL00595,PH00595,VH00595,Collision,02 Jun 2019,01 Jun 2020,$3192.29,1825.44,1,AGT014,395615.65
POL00596,PH00596,VH00596,Collision,05-02-2022,2023-05-02,2754.77,974.71,False,AGT021,133006.2
POL00597,PH00597,VH00597,Collision,11-18-2019,17/11/2020,711.92,332.7,False,AGT035,24179.88
POL00598,PH00598,VH00598,Third Party Fire & Theft,04 Jan 2023,04/01/2024,2914.89,1296.96,Y,AGT026,421803.18
POL00599,PH00599,VH00599,Third Party,03-18-2022,18 Mar 2023,2365.92,,N,AGT025,491569.51
POL00600,PH00600,VH00600,Third Party Fire & Theft,23/10/2023,2024-10-22,4189.33,810.89,no,AGT020,168403.08
POL00601,PH00601,VH00601,Collision,13/05/2021,13/05/2022,4352.66,1053.08,False,AGT019,357478.68
POL00602,PH00602,VH00602,Third Party Fire & Theft,07 Aug 2019,06 Aug 2020,$2425.34,1283.58,no,AGT019,84420.61
POL00603,PH00603,VH00603,collision,05-17-2024,2025-05-17,3990.62,378.24,Y,AGT045,345047.93
POL00604,PH00604,VH00604,Third Party Fire & Theft,04/01/2024,2023-12-24,$875.11,,No,AGT029,191904.83
POL00605,PH00605,VH00605,Third Party Fire & Theft,09 Sep 2021,2022-09-09,1741.82,496.69,yes,AGT014,440250.3
POL00606,PH00606,VH00606,Third Party,2024-07-23,2025-07-23,3455.22,1254.62,0,AGT049,393926.64
POL00607,PH00607,VH00607,Comprehensive,2019-07-01,2020-06-30,4776.09,324.43,yes,AGT013,411619.86
POL00608,PH00608,VH00608,Comprehensive,2022-02-02,02/02/2023,568.9,,No,AGT013,183758.67
POL00609,PH00609,VH00609,Collision,09 Mar 2019,03-08-2020,2409.29,,no,AGT007,226895.32
POL00610,PH00610,VH00610,Collision,2019-12-14,13/12/2020,$3977.73,769.94,TRUE,AGT042,185445.56
POL00611,PH00611,VH00611,Third Party,17/04/2022,04-17-2023,1848.95,,False,AGT035,215852.53
POL00612,PH00612,VH00612,Collision,25/03/2023,24/03/2024,$4814.94,1632.53,N,AGT016,304930.2
POL00613,PH00613,VH00613,Third Party,22 May 2019,21/05/2020,4463.88,379.84,0,AGT043,78280.15
POL00614,PH00614,VH00614,Comprehensive,11-08-2023,11-07-2024,2085.37,934.06,FALSE,AGT015,58305.63
POL00615,PH00615,VH00615,Third Party Fire & Theft,28 Mar 2021,2022-03-28,$2426.11,788.0,yes,AGT011,71829.07
POL00616,PH00616,VH00616,Third Party,2024-02-22,2025-02-21,3911.26,597.41,FALSE,AGT013,435246.76
POL00617,PH00617,VH00617,third party,2021-04-08,08 Apr 2022,3127.55,1222.66,FALSE,AGT017,345104.6
POL00618,PH00618,VH00618,Comprehensive,08-25-2021,25 Aug 2022,1045.05,1814.09,0,AGT036,43407.21
POL00619,PH00619,VH00619,Third Party Fire & Theft,08-02-2022,02 Aug 2023,1897.74,379.44,1,AGT004,391401.24
POL00620,PH00620,VH00620,Collision,06-21-2023,2024-06-20,1183.05,317.36,0,AGT045,463011.08
POL00621,PH00621,VH00621,Comprehensive,11-12-2023,11 Nov 2024,1333.14,1465.27,1,AGT043,346693.48
POL00622,PH00622,VH00622,Collision,14 Apr 2023,13 Apr 2024,610.13,587.39,no,AGT047,190948.77
POL00623,PH00623,VH00623,Third Party,2022-06-27,06-27-2023,4528.73,991.64,No,AGT028,434128.2
POL00624,PH00624,VH00624,Third Party Fire & Theft,2021-06-25,06-25-2022,$1105.16,1847.19,Yes,AGT033,415408.59
POL00625,PH00625,VH00625,third party,06-15-2021,06-15-2022,3289.61,868.35,FALSE,AGT035,94815.36
POL00626,PH00626,VH00626,Third Party,2023-03-18,03-17-2024,3773.54,1175.77,yes,AGT008,375135.35
POL00627,PH00627,VH00627,Third Party,03 Mar 2022,2023-03-03,3179.14,,False,AGT013,238238.21
POL00628,PH00628,VH00628,Third Party,03-05-2020,05/03/2021,1718.84,1511.2,No,AGT017,402578.08
POL00629,PH00629,VH00629,Third Party Fire & Theft,07 Jan 2019,01-07-2020,4449.59,1540.35,True,AGT016,436402.48
POL00630,PH00630,VH00630,Collision,2019-08-29,28/08/2020,3287.81,1362.23,True,AGT045,446120.7
POL00631,PH00631,VH00631,Third Party,2021-01-10,10 Jan 2022,3969.63,226.06,TRUE,AGT007,295598.92
POL00632,PH00632,VH00632,Third Party,09 Oct 2023,08/10/2024,4604.42,450.03,yes,AGT044,46587.39
POL00633,PH00633,VH00633,Third Party,2021-06-18,18/06/2022,4791.04,1635.14,Y,AGT027,399928.64
POL00634,PH00634,VH00634,Third Party Fire & Theft,05-19-2020,19 May 2021,1051.79,,N,AGT009,416756.83
POL00635,PH00635,VH00635,collision,02-11-2020,10/02/2021,3280.59,1986.75,Y,AGT004,211850.92
POL00636,PH00636,VH00636,Third Party,10-12-2022,12 Oct 2023,1751.15,1980.44,TRUE,AGT036,309771.24
POL00637,PH00637,VH00637,Third Party Fire & Theft,2020-01-27,26/01/2021,$394.68,1356.83,N,AGT036,127579.09
POL00638,PH00638,VH00638,Third Party,2023-04-27,04-26-2024,4239.22,1872.67,0,AGT012,402827.74
POL00639,PH00639,VH00639,Third Party Fire & Theft,04-17-2021,17/04/2022,4051.24,1176.18,FALSE,AGT044,389434.16
POL00640,PH00640,VH00640,Third Party Fire & Theft,22 Nov 2022,2023-11-22,4955.79,1431.06,yes,AGT037,21298.08
POL00641,PH00641,VH00641,Collision,11-14-2021,11-14-2022,4433.04,,FALSE,AGT020,34647.86
POL00642,PH00642,VH00642,Collision,12-13-2022,13/12/2023,$2759.33,1666.69,FALSE,AGT028,45131.63
POL00643,PH00643,VH00643,Third Party Fire & Theft,31/10/2023,2024-10-30,4670.15,847.9,yes,AGT037,278087.32
POL00644,PH00644,VH00644,Collision,07-02-2019,07-01-2020,2151.72,250.38,Y,AGT011,262231.4
POL00645,PH00645,VH00645,third party fire & theft,2022-05-10,10/05/2023,$2569.62,734.07,yes,AGT013,410798.35
POL00646,PH00646,VH00646,Comprehensive,13 Jul 2021,2022-07-13,2475.11,506.22,No,AGT041,159626.33
POL00647,PH00647,VH00647,Third Party Fire & Theft,16 Feb 2023,2024-02-16,4154.32,1719.73,False,AGT016,393002.71
POL00648,PH00648,VH00648,Third Party Fire & Theft,05/02/2021,05 Feb 2022,581.34,1810.83,No,AGT002,488888.68
POL00649,PH00649,VH00649,Comprehensive,06-22-2021,22 Jun 2022,939.89,1994.48,N,AGT043,198103.53
POL00650,PH00650,VH00650,Collision,31 Dec 2022,31/12/2023,$2799.06,1054.93,1,AGT006,292338.69
POL00651,PH00651,VH00651,Collision,03-08-2019,07/03/2020,$3329.71,1613.59,no,AGT046,84328.93
POL00652,PH00652,VH00652,Comprehensive,07-12-2021,2022-07-12,2327.37,941.93,No,AGT033,461516.74
POL00653,PH00653,VH00653,Collision,2019-07-09,2020-07-08,$2724.12,1606.15,TRUE,AGT047,440956.96
POL00654,PH00654,VH00654,Comprehensive,22/10/2022,10-22-2023,$3720.17,,Y,AGT028,459096.72
POL00655,PH00655,VH00655,Collision,11-22-2022,22 Nov 2023,1052.83,1900.29,False,AGT016,238762.18
POL00656,PH00656,VH00656,Third Party,2021-09-01,01/09/2022,3272.58,798.09,N,AGT043,26719.14
POL00657,PH00657,VH00657,third party fire & theft,07-14-2019,13/07/2020,3807.58,1259.15,no,AGT006,170972.28
POL00658,PH00658,VH00658,Collision,01-02-2020,2021-01-01,$4125.03,658.62,Yes,AGT047,237958.32
POL00659,PH00659,VH00659,Third Party,2024-06-11,11/06/2025,$2710.54,,Yes,AGT015,301471.44
POL00660,PH00660,VH00660,Third Party,10/09/2020,10 Sep 2021,$4499.38,632.4,True,AGT022,227878.2
POL00661,PH00661,VH00661,Third Party Fire & Theft,10-02-2022,10-02-2023,1304.73,1050.63,Y,AGT043,287917.66
POL00662,PH00662,VH00662,Third Party Fire & Theft,10-22-2024,10-22-2025,$4203.44,958.5,Y,AGT012,296753.75
POL00663,PH00663,VH00663,Third Party,24 Feb 2024,02-23-2025,1244.27,1274.63,yes,AGT002,449185.58
POL00664,PH00664,VH00664,Third Party Fire & Theft,17/03/2024,17 Mar 2025,3659.15,880.94,no,AGT027,22095.05
POL00665,PH00665,VH00665,Third Party Fire & Theft,21/04/2020,04-21-2021,1616.17,734.17,1,AGT040,253064.11
POL00666,PH00666,VH00666,Comprehensive,04 Mar 2022,04/03/2023,3937.77,698.16,Yes,AGT003,373724.36
POL00667,PH00667,VH00667,Third Party,07/09/2022,2023-09-07,$1864.74,1795.13,Y,AGT010,143070.77
POL00668,PH00668,VH00668,third party,08-29-2020,29 Aug 2021,4433.39,783.24,False,AGT003,339529.63
POL00669,PH00669,VH00669,Third Party,05-13-2019,05-12-2020,3521.14,1388.24,N,AGT038,20394.24
POL00670,PH00670,VH00670,Comprehensive,11-12-2024,12 Nov 2025,2697.47,1962.44,TRUE,AGT018,283064.29
POL00671,PH00671,VH00671,Collision,23/12/2020,2021-12-23,$4143.55,591.95,Y,AGT031,175011.14
POL00672,PH00672,VH00672,Third Party,09-19-2023,18/09/2024,2293.74,871.34,False,AGT044,474433.73
POL00673,PH00673,VH00673,Third Party,2019-04-20,19/04/2020,$3149.65,1742.91,TRUE,AGT043,488085.7
POL00674,PH00674,VH00674,third party,2021-06-02,02 Jun 2022,4458.92,1951.31,1,AGT047,379550.84
POL00675,PH00675,VH00675,Third Party,01-28-2024,27/01/2025,$1223.41,583.65,0,AGT045,250090.09
POL00676,PH00676,VH00676,Third Party,04/03/2024,2025-03-04,2890.21,989.38,no,AGT003,381414.88
POL00677,PH00677,VH00677,Third Party,10 Oct 2021,10/10/2022,$3037.87,860.68,1,AGT039,89635.21
POL00678,PH00678,VH00678,Third Party Fire & Theft,26/10/2021,2022-10-26,3437.88,1865.5,No,AGT039,347751.19
POL00679,PH00679,VH00679,Third Party Fire & Theft,2020-10-26,26/10/2021,2713.91,549.38,0,AGT042,434950.7
POL00680,PH00680,VH00680,Comprehensive,02/08/2024,2025-08-02,$1072.74,,FALSE,AGT024,429957.96
POL00681,PH00681,VH00681,comprehensive,19/06/2020,19 Jun 2021,2115.08,553.68,yes,AGT013,365943.62
POL00682,PH00682,VH00682,Comprehensive,04-04-2021,04/04/2022,$423.26,1896.84,N,AGT005,151221.77
POL00683,PH00683,VH00683,Third Party,05-11-2019,05-10-2020,$2686.14,1612.35,Yes,AGT038,172785.37
POL00684,PH00684,VH00684,third party,29/11/2019,2020-11-28,$3891.95,,N,AGT020,163948.52
POL00685,PH00685,VH00685,Third Party,27 Aug 2022,08-27-2023,440.16,765.65,FALSE,AGT038,260263.02
POL00686,PH00686,VH00686,Comprehensive,2022-07-28,2023-07-28,4526.43,,TRUE,AGT028,38647.61
POL00687,PH00687,VH00687,Third Party,16/03/2020,03-16-2021,4265.28,1647.38,no,AGT050,68153.08
POL00688,PH00688,VH00688,Third Party,25 May 2022,25 May 2023,1789.87,754.69,Y,AGT043,19962.39
POL00689,PH00689,VH00689,Comprehensive,31/08/2020,08-31-2021,3194.8,,no,AGT035,485679.48
POL00690,PH00690,VH00690,Third Party Fire & Theft,29 May 2022,29/05/2023,406.23,,N,AGT039,446939.38
POL00691,PH00691,VH00691,Third Party,27/12/2022,27/12/2023,324.08,793.14,0,AGT011,313783.87
POL00692,PH00692,VH00692,Comprehensive,25/05/2022,05-25-2023,3607.07,1873.99,0,AGT031,109498.39
POL00693,PH00693,VH00693,Third Party Fire & Theft,2022-10-06,06 Oct 2023,4795.26,1279.01,yes,AGT002,197285.75
POL00694,PH00694,VH00694,Third Party,2024-08-02,2025-08-02,$4587.99,1951.49,yes,AGT022,235243.06
POL00695,PH00695,VH00695,Third Party Fire & Theft,03-07-2023,06 Mar 2024,$4896.98,1165.6,False,AGT049,492170.55
POL00696,PH00696,VH00696,third party fire & theft,16/08/2020,16 Aug 2021,4624.56,1266.76,True,AGT023,466072.43
POL00697,PH00697,VH00697,Collision,22 Apr 2024,22 Apr 2025,607.33,785.63,1,AGT046,365669.67
POL00698,PH00698,VH00698,Comprehensive,06/06/2021,06/06/2022,$1541.51,242.22,No,AGT013,225736.82
POL00699,PH00699,VH00699,third party,2021-06-19,2022-06-19,2913.38,372.99,1,AGT033,51381.23
POL00700,PH00700,VH00700,Third Party,10-22-2024,22 Oct 2025,1746.48,1042.51,no,AGT007,468288.13
POL00701,PH00701,VH00701,Third Party,31 Jan 2019,31 Jan 2020,1451.96,1136.86,TRUE,AGT007,42609.92
POL00702,PH00702,VH00702,Collision,11-07-2019,2020-11-06,$1279.5,514.7,yes,AGT048,405624.67
POL00703,PH00703,VH00703,Third Party Fire & Theft,06-14-2022,14 Jun 2023,1660.53,1780.46,no,AGT020,324490.06
POL00704,PH00704,VH00704,Third Party Fire & Theft,2023-11-12,11 Nov 2024,4439.68,1740.39,False,AGT048,351303.09
POL00705,PH00705,VH00705,Comprehensive,11/06/2022,2023-06-11,2702.31,661.28,TRUE,AGT046,350506.43
POL00706,PH00706,VH00706,Third Party Fire & Theft,25/05/2023,24/05/2024,$3946.22,1827.19,True,AGT041,287357.83
POL00707,PH00707,VH00707,collision,11 Jul 2024,2025-07-11,$2330.22,1691.17,True,AGT023,435621.64
POL00708,PH00708,VH00708,Comprehensive,11 Mar 2024,03-11-2025,4985.63,954.78,No,AGT041,449909.79
POL00709,PH00709,VH00709,Comprehensive,2020-07-27,07-27-2021,$4302.84,1646.16,N,AGT006,244181.04
POL00710,PH00710,VH00710,Comprehensive,02-14-2023,2024-02-14,1708.96,1964.16,1,AGT014,80977.19
POL00711,PH00711,VH00711,Collision,12-21-2023,12-20-2024,627.31,864.17,1,AGT004,176482.95
POL00712,PH00712,VH00712,Comprehensive,10-25-2022,10-25-2023,727.96,1762.63,False,AGT033,420624.97
POL00713,PH00713,VH00713,Collision,01-02-2020,2021-01-01,2840.02,1105.24,yes,AGT038,424394.86
POL00714,PH00714,VH00714,Comprehensive,29/04/2021,2022-04-29,328.17,1333.69,No,AGT037,140630.74
POL00715,PH00715,VH00715,Comprehensive,28/03/2019,27/03/2020,2173.11,1802.87,yes,AGT020,244263.16
POL00716,PH00716,VH00716,Collision,23/08/2019,08-22-2020,4067.45,928.15,Yes,AGT043,111649.89
POL00717,PH00717,VH00717,Comprehensive,10-01-2024,01 Oct 2025,3238.61,364.34,N,AGT006,350723.55
POL00718,PH00718,VH00718,Collision,19/08/2020,19/08/2021,$1661.63,835.06,No,AGT042,280203.26
POL00719,PH00719,VH00719,Comprehensive,02/04/2021,02 Apr 2022,2746.36,,No,AGT047,419900.34
POL00720,PH00720,VH00720,Collision,2022-06-14,14 Jun 2023,2659.56,1043.37,1,AGT014,116259.67
POL00721,PH00721,VH00721,Comprehensive,10-15-2019,14/10/2020,$2126.76,1459.44,no,AGT023,165623.45
POL00722,PH00722,VH00722,Collision,2023-12-27,26 Dec 2024,3386.33,,FALSE,AGT023,17636.49
POL00723,PH00723,VH00723,Comprehensive,19/05/2024,19/05/2025,$1398.87,925.07,no,AGT012,57465.52
POL00724,PH00724,VH00724,Collision,24/04/2023,23/04/2024,2536.59,318.95,FALSE,AGT024,173704.55
POL00725,PH00725,VH00725,Third Party,26 Feb 2023,2024-02-26,1404.15,297.16,0,AGT017,50499.35
POL00726,PH00726,VH00726,Comprehensive,2023-05-06,05 May 2024,$3523.21,1724.38,True,AGT020,129280.23
POL00727,PH00727,VH00727,Third Party Fire & Theft,27 Aug 2024,27/08/2025,4433.86,1052.71,True,AGT045,224940.95
POL00728,PH00728,VH00728,Third Party,03-25-2020,25/03/2021,$2235.85,402.21,No,AGT029,371822.18
POL00729,PH00729,VH00729,Comprehensive,11-01-2024,2025-11-01,2263.51,711.75,TRUE,AGT035,428855.24
POL00730,PH00730,VH00730,Third Party,2021-11-17,17 Nov 2022,3867.74,613.4,TRUE,AGT033,114546.97
POL00731,PH00731,VH00731,Third Party Fire & Theft,14 Jan 2019,14 Jan 2020,4374.74,1931.73,yes,AGT027,494969.1
POL00732,PH00732,VH00732,Comprehensive,08 Dec 2021,08/12/2022,2585.99,1555.65,Yes,AGT036,364162.11
POL00733,PH00733,VH00733,Third Party,12-11-2020,11 Dec 2021,4817.47,1926.47,0,AGT049,288195.56
POL00734,PH00734,VH00734,Third Party,25 Mar 2021,2022-03-25,4716.84,360.62,0,AGT029,13472.44
POL00735,PH00735,VH00735,Collision,2019-07-23,22/07/2020,2519.22,621.51,False,AGT050,444362.2
POL00736,PH00736,VH00736,Third Party Fire & Theft,2024-12-30,30/12/2025,$548.3,1805.29,0,AGT027,361856.47
POL00737,PH00737,VH00737,Third Party Fire & Theft,11-25-2023,24/11/2024,$4414.26,1588.69,TRUE,AGT040,134832.63
POL00738,PH00738,VH00738,third party,2024-08-26,26/08/2025,2155.56,1905.29,0,AGT047,376882.5
POL00739,PH00739,VH00739,Collision,11/07/2024,2025-07-11,$3652.59,604.34,TRUE,AGT048,169528.41
POL00740,PH00740,VH00740,Collision,2021-05-22,22 May 2022,4771.64,1420.01,N,AGT029,94009.43
POL00741,PH00741,VH00741,Collision,2023-10-30,29/10/2024,1991.33,1744.93,FALSE,AGT009,300927.12
POL00742,PH00742,VH00742,Collision,15/11/2022,2023-11-15,3308.2,857.43,TRUE,AGT032,135399.42
POL00743,PH00743,VH00743,Collision,09 Jan 2024,2025-01-08,2250.81,,yes,AGT044,67331.12
POL00744,PH00744,VH00744,Collision,05 Sep 2021,05 Sep 2022,$1020.4,1208.03,TRUE,AGT045,464847.18
