payment_id,policy_id,payment_date,amount_usd,payment_method,status,is_late,late_fee_usd
PAY00857,POL00791,08-31-2023,4493.68,Credit Card,Failed,No,62.18
PAY00858,POL00612,2019-03-14,2544.84,Bank Transfer,PAID,No,0.0
PAY00859,POL02711,2022-10-14,$674.36,Bank Transfer,paid,No,88.64
PAY00860,POL00044,24 Jul 2024,4968.5,Credit Card,paid,No,0.0
PAY00861,POL00756,10-30-2023,1089.27,Credit Card,failed,No,0.0
PAY00862,POL01138,09-10-2020,3151.1,Direct Debit,Overdue,No,0.0
PAY00863,POL02992,2022-01-14,$3212.32,Bank Transfer,Failed,No,14.07
PAY00864,POL00485,2021-04-25,1740.34,Cheque,failed,No,0.0
PAY00865,POL02779,30 Mar 2020,4710.2,Cheque,Failed,No,0.0
PAY00866,POL01351,07-05-2019,3490.13,Cheque,Failed,No,0.0
PAY00867,POL00855,02-27-2021,$3448.17,Bank Transfer,SUCCESS,No,0.0
PAY00868,POL00344,07-14-2024,$3476.99,Bank Transfer,PAID,No,0.0
PAY00869,POL02730,2022-09-03,$4708.64,Credit Card,SUCCESS,No,0.0
PAY00870,POL02516,2022-06-20,3380.4,Direct Debit,Failed,No,0.0
PAY00871,POL02971,25/07/2022,538.84,Cash,failed,No,0.0
PAY00872,POL02505,,3358.25,Bank Transfer,Failed,No,0.0
PAY00873,POL02910,02-09-2020,564.04,Cash,Failed,No,0.0
PAY00874,POL01138,06 Mar 2020,1091.98,Cheque,SUCCESS,No,0.0
PAY00875,POL02255,31 Mar 2021,977.65,Credit Card,PAID,No,0.0
PAY00876,POL02706,2020-07-14,$624.47,Credit Card,SUCCESS,Yes,15.72
PAY00877,POL02924,13 Sep 2024,$1540.69,Cash,overdue,No,35.81
PAY00878,POL01298,03-21-2023,4689.13,Direct Debit,PAID,No,0.0
PAY00879,POL01815,25 Nov 2019,963.75,Direct Debit,Failed,No,0.0
PAY00880,POL02371,2022-11-22,818.78,Bank Transfer,Paid,No,0.0
PAY00881,POL01787,22/12/2023,3412.85,Credit Card,overdue,No,0.0
PAY00882,POL01258,2022-06-29,4696.32,Credit Card,failed,Yes,0.0
PAY00883,POL01178,15/11/2021,4280.85,Bank Transfer,success,No,0.0
PAY00884,POL02695,10 Feb 2019,2382.93,Credit Card,Pending,No,35.22
PAY00885,POL00354,2024-03-21,3704.28,Cash,Pending,No,0.0
PAY00886,POL00227,,$4097.09,Bank Transfer,SUCCESS,No,0.0
PAY00887,POL00245,25 Nov 2021,2158.8,Cheque,Failed,Yes,0.0
PAY00888,POL00283,11/08/2023,$1344.81,Direct Debit,Pending,No,0.0
PAY00889,POL02392,16 Jul 2020,$1179.34,Cash,SUCCESS,No,0.0
PAY00890,POL00975,04/06/2023,2215.33,Credit Card,failed,No,0.0
PAY00891,POL01407,22/04/2019,104.38,Credit Card,Failed,No,0.0
PAY00892,POL02915,2021-02-18,4759.01,Cash,Overdue,No,0.0
PAY00893,POL01420,23/05/2024,4319.36,Credit Card,Paid,No,0.0
PAY00894,POL02943,18 Sep 2019,2973.45,Bank Transfer,Pending,No,0.0
PAY00895,POL00719,20/11/2022,3908.26,Cheque,overdue,No,0.0
PAY00896,POL02618,30 May 2019,3214.44,Cheque,failed,No,0.0
PAY00897,POL01001,26/01/2023,2532.27,Direct Debit,success,No,13.87
PAY00898,POL01826,08/10/2019,1517.54,Cheque,Paid,No,0.0
PAY00899,POL00729,03-17-2020,1101.78,Credit Card,Overdue,No,0.0
PAY00900,POL02016,2024-09-10,2509.55,Cash,failed,No,0.0
PAY00901,POL00555,27/08/2023,4102.89,Direct Debit,success,No,0.0
PAY00902,POL01749,04-20-2024,2705.79,Credit Card,overdue,No,72.3
PAY00903,POL02968,08 Oct 2020,2419.86,Credit Card,Overdue,No,0.0
PAY00904,POL02366,02-01-2023,494.69,Credit Card,overdue,No,0.0
PAY00905,POL00227,17 Jan 2020,3352.27,Cheque,Pending,No,0.0
PAY00906,POL02724,30/10/2019,2349.24,Credit Card,Overdue,Yes,0.0
PAY00907,POL00680,07-25-2022,3138.24,Credit Card,SUCCESS,No,0.0
PAY00908,POL01259,2024-09-17,4938.29,Cash,paid,No,24.64
PAY00909,POL02766,2022-03-19,1886.66,Cash,Failed,No,0.0
PAY00910,POL00679,02-09-2021,502.12,Credit Card,success,Yes,0.0
PAY00911,POL02644,25/03/2024,2882.87,Credit Card,failed,Yes,0.0
PAY00912,POL02752,2019-05-03,303.28,Direct Debit,overdue,Yes,0.0
PAY00913,POL02075,21/12/2024,$409.21,Cash,SUCCESS,No,0.0
PAY00914,POL01103,07-19-2024,3876.66,Direct Debit,Overdue,No,47.2
PAY00915,POL01817,18 Jun 2020,$745.66,Cheque,Paid,No,0.0
PAY00916,POL00801,2020-12-31,4653.75,Bank Transfer,success,No,0.0
PAY00917,POL02332,08-14-2020,4143.4,Direct Debit,SUCCESS,No,0.0
PAY00918,POL02180,22/06/2022,4986.92,Direct Debit,PAID,No,0.0
PAY00919,POL02160,07-23-2022,2169.25,Bank Transfer,PAID,No,0.0
PAY00920,POL01480,2024-11-29,144.01,Credit Card,SUCCESS,No,0.0
PAY00921,POL00192,2019-06-22,4486.08,Bank Transfer,overdue,Yes,0.0
PAY00922,POL01494,2020-10-12,586.58,Cheque,PAID,No,95.98
PAY00923,POL02544,26/07/2020,3935.65,Cheque,Paid,No,0.0
PAY00924,POL01394,12-06-2019,4049.08,Direct Debit,PAID,No,0.0
PAY00925,POL00046,27/01/2024,4208.05,Cash,failed,No,0.0
PAY00926,POL01675,11/11/2023,2771.84,Direct Debit,failed,No,0.0
PAY00927,POL02682,17/12/2023,388.84,Cheque,paid,No,29.22
PAY00928,POL02855,29/04/2023,$1834.9,Cheque,Pending,No,0.0
PAY00929,POL02606,20/11/2020,$1159.69,Cheque,paid,No,0.0
PAY00930,POL02169,03-17-2022,4609.42,Cash,paid,No,0.0
PAY00931,POL02542,05-14-2020,2552.91,Cash,PAID,No,26.37
PAY00932,POL00384,2022-04-15,$3046.36,Cash,Overdue,No,0.0
PAY00933,POL00525,2019-01-23,2076.27,Credit Card,paid,No,0.0
PAY00934,POL02213,01-12-2023,3780.75,Direct Debit,overdue,Yes,96.8
PAY00935,POL01151,15/07/2020,$1490.41,Bank Transfer,failed,No,51.55
PAY00936,POL02568,2019-12-17,265.22,Cash,Overdue,No,59.35
PAY00937,POL01907,2023-04-03,2903.22,Direct Debit,paid,No,0.0
PAY00938,POL00236,06-30-2024,2074.39,Credit Card,PAID,Yes,0.0
PAY00939,POL00297,2019-01-13,3359.32,Cheque,PAID,No,31.07
PAY00940,POL02305,,$987.54,Cash,SUCCESS,No,0.0
PAY00941,POL01792,05-21-2024,2772.83,Bank Transfer,Paid,No,0.0
PAY00942,POL01833,2023-05-29,$1847.69,Direct Debit,success,No,0.0
PAY00943,POL02442,26 Feb 2020,508.05,Bank Transfer,paid,Yes,0.0
PAY00944,POL00351,16 Jan 2021,$3141.13,Direct Debit,PAID,No,89.18
PAY00945,POL00735,2019-10-13,2064.97,Direct Debit,failed,No,41.94
PAY00946,POL00028,07/07/2024,4643.52,Cheque,SUCCESS,Yes,0.0
PAY00947,POL02536,2022-09-03,3769.19,Cheque,paid,Yes,0.0
PAY00948,POL01955,27/12/2024,$339.14,Bank Transfer,overdue,No,0.0
PAY00949,POL01282,2019-01-11,4721.43,Credit Card,paid,No,0.0
PAY00950,POL00750,02-28-2019,$1181.33,Bank Transfer,Failed,No,0.0
PAY00951,POL00425,,3313.74,Direct Debit,SUCCESS,No,0.0
PAY00952,POL01559,19 Feb 2022,$1494.71,Cash,Overdue,No,0.0
PAY00953,POL00256,02-15-2019,1014.22,Bank Transfer,failed,No,12.63
PAY00954,POL02924,29 Apr 2019,1208.0,Direct Debit,failed,No,0.0
PAY00955,POL00152,2024-07-02,$590.12,Bank Transfer,SUCCESS,No,0.0
PAY00956,POL01126,04-01-2024,821.1,Bank Transfer,PAID,No,0.0
PAY00957,POL00100,06 Aug 2022,4077.01,Credit Card,success,No,0.0
PAY00958,POL00800,2020-10-10,3246.98,Cash,Overdue,Yes,0.0
PAY00959,POL01352,2019-08-29,2828.48,Cash,paid,No,0.0
PAY00960,POL02356,06-05-2023,$189.31,Cheque,overdue,No,0.0
PAY00961,POL00409,02-02-2024,2578.94,Cheque,Paid,No,57.81
PAY00962,POL00939,18 May 2019,2045.52,Cheque,SUCCESS,Yes,0.0
PAY00963,POL00328,2019-10-16,$1964.04,Credit Card,Failed,No,0.0
PAY00964,POL00207,04 Aug 2021,3519.11,Credit Card,Pending,Yes,0.0
PAY00965,POL01225,28/12/2019,2397.3,Cheque,Pending,No,0.0
PAY00966,POL01454,13 Jul 2024,$105.81,Credit Card,failed,No,0.0
PAY00967,POL02726,11/12/2019,1991.4,Cash,paid,No,0.0
PAY00968,POL00052,29 Jun 2021,3849.05,Cheque,overdue,No,0.0
PAY00969,POL00219,12/03/2021,2436.46,Bank Transfer,SUCCESS,Yes,0.0
PAY00970,POL00229,30 Nov 2019,1402.73,Bank Transfer,Pending,No,0.0
PAY00971,POL00605,23/03/2020,$1264.99,Direct Debit,Paid,Yes,0.0
PAY00972,POL00423,07-02-2024,4565.48,Cash,success,No,0.0
PAY00973,POL00984,02-27-2023,3112.12,Cheque,PAID,Yes,0.0
PAY00974,POL01809,11-25-2020,4687.21,Cash,overdue,No,67.06
PAY00975,POL01313,11-07-2019,2256.11,Credit Card,PAID,No,71.64
PAY00976,POL01128,06-28-2020,$3926.62,Cheque,overdue,No,83.82
PAY00977,POL02599,18/01/2022,3087.66,Cheque,failed,No,0.0
PAY00978,POL01712,05 Feb 2019,$1803.86,Direct Debit,Paid,No,0.0
PAY00979,POL02732,19 Jun 2023,1894.25,Cheque,failed,No,94.19
PAY00980,POL00438,03 May 2023,467.47,Cheque,success,No,0.0
PAY00981,POL02999,10-21-2023,184.65,Cash,Pending,No,0.0
PAY00982,POL01771,2024-04-24,1499.1,Direct Debit,failed,Yes,0.0
PAY00983,POL01826,13 Dec 2019,595.0,Bank Transfer,failed,No,0.0
PAY00984,POL00972,01/06/2023,$507.92,Credit Card,Overdue,No,26.83
PAY00985,POL00852,16/07/2022,3345.1,Direct Debit,success,No,0.0
PAY00986,POL02424,,228.88,Cheque,success,No,0.0
PAY00987,POL00405,2019-11-04,3523.6,Credit Card,Pending,No,0.0
PAY00988,POL01663,04 Jan 2024,$1668.06,Cheque,failed,Yes,0.0
PAY00989,POL00355,24/04/2024,1845.32,Bank Transfer,PAID,No,0.0
PAY00990,POL00317,05-19-2021,1300.44,Cash,success,No,0.0
PAY00991,POL02195,04 Dec 2021,4943.16,Credit Card,Failed,No,0.0
PAY00992,POL01316,12-11-2023,963.52,Cash,overdue,No,33.72
PAY00993,POL02487,24/03/2022,4240.39,Bank Transfer,success,No,0.0
PAY00994,POL01620,2022-04-27,564.55,Cash,Pending,No,0.0
PAY00995,POL00516,07 Apr 2021,2086.12,Credit Card,Paid,No,0.0
PAY00996,POL02618,26/08/2023,2692.21,Cheque,success,No,0.0
PAY00997,POL00167,16/01/2021,4550.03,Bank Transfer,overdue,No,67.93
PAY00998,POL00760,11-29-2021,658.96,Bank Transfer,success,No,16.86
PAY00999,POL00523,26 Mar 2024,2331.63,Bank Transfer,overdue,No,0.0
PAY01000,POL01446,31 Dec 2022,4434.82,Bank Transfer,Paid,No,0.0
PAY01001,POL02938,31 Jul 2019,$167.63,Cash,paid,No,0.0
PAY01002,POL00367,05-21-2021,3107.54,Credit Card,PAID,Yes,0.0
PAY01003,POL01436,08 Apr 2022,4282.36,Bank Transfer,overdue,No,0.0
PAY01004,POL02025,02 May 2024,1991.09,Direct Debit,Failed,No,0.0
PAY01005,POL01675,22 Sep 2020,3951.89,Cash,paid,No,0.0
PAY01006,POL01813,28 Dec 2019,2882.9,Cash,overdue,No,0.0
PAY01007,POL00327,2020-09-30,1001.01,Cash,failed,No,0.0
PAY01008,POL02092,2022-07-27,$4322.42,Bank Transfer,success,No,68.67
PAY01009,POL02925,26 Aug 2022,1583.8,Cash,Pending,Yes,0.0
PAY01010,POL00157,09-30-2019,1930.14,Direct Debit,Pending,No,0.0
PAY01011,POL02939,30/12/2019,3229.54,Cheque,Paid,Yes,0.0
PAY01012,POL01418,2022-05-04,3529.31,Credit Card,PAID,Yes,0.0
PAY01013,POL00575,30/10/2020,4510.95,Cash,SUCCESS,No,0.0
PAY01014,POL01074,05/07/2020,3272.69,Cheque,paid,No,0.0
PAY01015,POL02738,03/04/2023,3229.92,Direct Debit,Overdue,Yes,0.0
PAY01016,POL02214,,108.45,Direct Debit,failed,No,82.12
PAY01017,POL01998,2023-03-27,490.11,Credit Card,Paid,Yes,0.0
PAY01018,POL02048,,$2281.73,Direct Debit,SUCCESS,No,18.88
PAY01019,POL01299,10/07/2019,$1597.52,Credit Card,failed,No,47.67
PAY01020,POL02783,10/01/2019,3218.49,Bank Transfer,failed,No,0.0
PAY01021,POL00602,03-06-2020,3870.75,Direct Debit,overdue,No,0.0
PAY01022,POL02894,04-23-2021,878.39,Credit Card,Paid,Yes,0.0
PAY01023,POL01650,14 Jun 2019,$1976.61,Direct Debit,PAID,Yes,0.0
PAY01024,POL02336,19/03/2019,4553.58,Cheque,Failed,No,0.0
PAY01025,POL02128,02-05-2019,1395.34,Direct Debit,Paid,No,0.0
PAY01026,POL01100,05/05/2020,2075.9,Direct Debit,failed,Yes,0.0
PAY01027,POL01381,25/09/2021,2593.93,Direct Debit,success,No,0.0
PAY01028,POL00897,2021-08-15,2720.64,Bank Transfer,overdue,No,41.54
PAY01029,POL02619,2023-12-13,2675.82,Cash,success,No,0.0
PAY01030,POL01399,03-01-2021,2336.71,Cash,paid,No,0.0
PAY01031,POL00223,23 Mar 2020,2950.1,Cheque,Paid,Yes,0.0
PAY01032,POL00427,02/05/2020,849.88,Credit Card,failed,No,54.61
PAY01033,POL01511,30 Aug 2022,2238.85,Bank Transfer,Pending,No,0.0
PAY01034,POL02166,2021-01-30,4398.19,Credit Card,Paid,No,0.0
PAY01035,POL02437,05/03/2022,311.95,Cheque,success,No,0.0
PAY01036,POL02906,2019-07-24,3657.26,Cheque,Pending,No,0.0
PAY01037,POL02274,23 Aug 2023,2831.53,Direct Debit,overdue,No,0.0
PAY01038,POL00159,02-16-2020,$841.81,Credit Card,Overdue,No,99.93
PAY01039,POL00904,15/09/2023,4077.66,Credit Card,success,No,0.0
PAY01040,POL02809,23/04/2019,3509.47,Credit Card,Paid,No,0.0
PAY01041,POL02015,03-11-2019,3874.34,Cash,Overdue,No,0.0
PAY01042,POL02929,2019-11-04,3589.73,Cheque,failed,No,0.0
PAY01043,POL01605,,$4413.35,Credit Card,PAID,No,0.0
PAY01044,POL00062,2024-07-22,339.75,Cheque,Overdue,No,0.0
PAY01045,POL02804,04-28-2023,2984.55,Cheque,Overdue,No,0.0
PAY01046,POL01430,2021-12-07,1788.86,Cheque,Failed,No,0.0
PAY01047,POL02538,15/03/2019,4273.93,Credit Card,overdue,No,55.95
PAY01048,POL02293,2023-12-30,$917.82,Direct Debit,overdue,No,0.0
PAY01049,POL00468,02-16-2021,4784.15,Bank Transfer,Failed,Yes,57.21
PAY01050,POL02625,06-11-2020,$2833.84,Direct Debit,paid,Yes,0.0
PAY01051,POL01069,2023-09-03,737.66,Cash,Failed,No,0.0
PAY01052,POL02669,13/12/2023,3747.68,Cash,Paid,No,0.0
PAY01053,POL02992,2024-02-15,754.09,Bank Transfer,PAID,No,0.0
PAY01054,POL00685,,319.11,Bank Transfer,Failed,No,0.0
PAY01055,POL01946,2019-04-09,$1255.44,Bank Transfer,SUCCESS,No,0.0
PAY01056,POL02840,08 Oct 2021,527.86,Cash,Failed,No,0.0
PAY01057,POL01203,03-04-2019,4568.81,Cheque,success,No,0.0
PAY01058,POL01339,07-31-2021,$137.3,Bank Transfer,Failed,No,0.0
PAY01059,POL02400,24/10/2024,2798.53,Credit Card,paid,Yes,0.0
PAY01060,POL02992,28/06/2022,$3252.46,Bank Transfer,failed,No,0.0
PAY01061,POL02680,10-23-2022,3990.16,Cash,paid,No,0.0
PAY01062,POL02406,29 Jun 2019,4824.53,Credit Card,success,No,68.86
PAY01063,POL00243,29/03/2022,$1524.76,Cheque,SUCCESS,No,0.0
PAY01064,POL01787,19 Apr 2021,3549.35,Credit Card,Failed,No,0.0
PAY01065,POL01781,02-05-2024,4308.74,Bank Transfer,overdue,No,0.0
PAY01066,POL00469,,3838.05,Cheque,Pending,No,36.63
PAY01067,POL02448,2024-12-04,$1046.32,Cheque,Paid,No,0.0
PAY01068,POL02236,,2163.39,Cash,failed,No,68.49
PAY01069,POL01024,03-29-2024,1566.95,Credit Card,Failed,No,0.0
PAY01070,POL02256,11-15-2020,128.93,Cheque,overdue,No,0.0
PAY01071,POL00032,13/09/2022,$4028.28,Direct Debit,Failed,No,0.0
PAY01072,POL01753,2022-04-24,3192.0,Direct Debit,overdue,No,11.81
PAY01073,POL01763,31 May 2024,1904.23,Bank Transfer,Overdue,No,76.8
PAY01074,POL02903,,1663.65,Cheque,failed,No,0.0
PAY01075,POL01488,09-22-2024,3344.93,Bank Transfer,SUCCESS,No,98.11
PAY01076,POL01968,26/01/2022,2997.84,Cash,Paid,No,0.0
PAY01077,POL01449,08 Jan 2020,1795.88,Cheque,Failed,No,0.0
PAY01078,POL02527,05-16-2024,$3446.07,Direct Debit,success,No,26.09
PAY01079,POL01240,09 Jun 2022,4709.26,Bank Transfer,success,No,0.0
PAY01080,POL01013,06-14-2024,518.34,Cheque,SUCCESS,No,0.0
PAY01081,POL01592,2023-10-08,4655.51,Bank Transfer,failed,Yes,0.0
PAY01082,POL01341,,2554.88,Credit Card,SUCCESS,No,62.66
PAY01083,POL02156,22/07/2024,4443.45,Cash,paid,No,0.0
PAY01084,POL02206,02 Jun 2022,1731.04,Direct Debit,overdue,No,0.0
PAY01085,POL02196,03/04/2024,1269.98,Direct Debit,Pending,Yes,0.0
PAY01086,POL00099,2021-10-23,642.58,Bank Transfer,Paid,No,0.0
PAY01087,POL02966,13 Feb 2020,2979.89,Cheque,Failed,No,0.0
PAY01088,POL02225,2021-07-31,2651.86,Bank Transfer,Paid,No,0.0
PAY01089,POL01992,2023-12-02,$4580.65,Credit Card,overdue,Yes,0.0
PAY01090,POL00688,2021-12-24,$2035.18,Direct Debit,PAID,No,92.76
PAY01091,POL00803,30/01/2020,$4193.51,Cash,failed,No,0.0
PAY01092,POL02500,,2742.65,Cheque,PAID,No,0.0
PAY01093,POL02027,,1695.56,Bank Transfer,SUCCESS,No,0.0
PAY01094,POL01956,2021-12-11,2797.18,Bank Transfer,success,No,59.84
PAY01095,POL01089,2022-06-07,2978.26,Direct Debit,SUCCESS,No,58.59
PAY01096,POL01311,10-19-2019,579.46,Direct Debit,paid,No,94.7
PAY01097,POL01397,06-09-2023,3671.66,Cheque,paid,No,0.0
PAY01098,POL02889,18 May 2023,$606.13,Direct Debit,Overdue,No,0.0
PAY01099,POL01286,,$821.69,Credit Card,SUCCESS,No,85.1
PAY01100,POL02300,04-21-2019,3297.8,Cash,SUCCESS,No,0.0
PAY01101,POL00327,30/08/2021,$1373.4,Direct Debit,success,No,0.0
PAY01102,POL00276,10-28-2023,$1472.65,Bank Transfer,success,No,0.0
PAY01103,POL00685,09-19-2022,4137.37,Direct Debit,paid,No,0.0
PAY01104,POL02298,15 Apr 2023,3064.37,Direct Debit,Pending,Yes,0.0
PAY01105,POL01122,2024-11-26,591.92,Cash,Overdue,No,47.58
PAY01106,POL02288,01-13-2021,4078.23,Cash,PAID,No,0.0
PAY01107,POL02004,15 Dec 2022,2945.11,Bank Transfer,Paid,No,0.0
PAY01108,POL02287,25/09/2021,1525.37,Direct Debit,Paid,No,0.0
PAY01109,POL02541,03-06-2021,245.45,Bank Transfer,failed,No,0.0
PAY01110,POL00027,31 May 2024,2617.97,Cheque,failed,No,0.0
PAY01111,POL02740,23/10/2021,2546.27,Credit Card,overdue,No,39.43
PAY01112,POL00359,,$3472.93,Credit Card,SUCCESS,No,0.0
PAY01113,POL02433,10 Nov 2024,$741.19,Cash,Overdue,No,0.0
PAY01114,POL01204,2021-01-11,482.19,Cheque,paid,No,0.0
PAY01115,POL02112,17 Nov 2023,4079.81,Bank Transfer,failed,No,0.0
PAY01116,POL01607,10/02/2023,4012.66,Credit Card,paid,No,0.0
PAY01117,POL00774,2020-07-04,$4934.24,Cheque,success,No,0.0
PAY01118,POL00825,2024-12-20,$488.28,Cheque,Paid,No,81.12
PAY01119,POL00723,07 Aug 2023,956.07,Cheque,Paid,No,0.0
PAY01120,POL01460,2022-01-12,1985.26,Direct Debit,Paid,Yes,0.0
PAY01121,POL01345,10-20-2022,1153.75,Credit Card,Overdue,Yes,0.0
PAY01122,POL01601,15 Feb 2022,3158.72,Direct Debit,SUCCESS,No,0.0
PAY01123,POL02999,04-01-2024,2657.15,Cheque,failed,No,0.0
PAY01124,POL01691,2024-10-25,$1383.01,Credit Card,SUCCESS,No,0.0
PAY01125,POL02096,2024-01-04,967.41,Cash,Pending,No,0.0
PAY01126,POL02856,2021-05-26,$4331.95,Cash,failed,No,0.0
PAY01127,POL02725,03-09-2022,$1577.01,Bank Transfer,overdue,No,0.0
PAY01128,POL00326,29/09/2022,2310.84,Credit Card,paid,No,0.0
PAY01129,POL01786,09-28-2024,4461.9,Bank Transfer,overdue,No,79.44
PAY01130,POL02532,01 Aug 2022,4444.56,Bank Transfer,Pending,Yes,0.0
PAY01131,POL02980,2022-09-23,3648.19,Bank Transfer,failed,No,0.0
PAY01132,POL01829,09 Mar 2019,4307.2,Cash,Overdue,Yes,0.0
PAY01133,POL00607,04 Jun 2021,1751.72,Bank Transfer,Pending,Yes,0.0
PAY01134,POL01068,,$2930.47,Credit Card,paid,No,0.0
PAY01135,POL02391,2022-10-06,$887.36,Direct Debit,SUCCESS,No,0.0
PAY01136,POL01801,30 Mar 2023,683.18,Cash,success,No,0.0
PAY01137,POL00159,09 Jan 2019,3929.76,Cheque,Paid,No,0.0
PAY01138,POL02577,2020-09-30,1942.16,Direct Debit,SUCCESS,No,17.98
PAY01139,POL01313,11 Jan 2022,1217.63,Cash,overdue,No,0.0
PAY01140,POL01265,06 Nov 2019,438.31,Credit Card,Paid,No,55.03
PAY01141,POL00439,2022-09-04,485.91,Credit Card,PAID,No,0.0
PAY01142,POL02400,03 Jun 2020,1504.84,Credit Card,PAID,No,0.0
PAY01143,POL00807,2020-06-05,$2992.96,Direct Debit,overdue,No,0.0
PAY01144,POL01608,22/05/2019,2195.72,Cheque,failed,No,0.0
PAY01145,POL01417,16/02/2019,$2994.02,Bank Transfer,Failed,No,19.85
PAY01146,POL00298,02/09/2020,3901.34,Credit Card,overdue,No,0.0
PAY01147,POL02930,2022-04-01,2693.91,Credit Card,PAID,No,0.0
PAY01148,POL00980,03-20-2020,3758.75,Direct Debit,Paid,No,0.0
PAY01149,POL02485,26/08/2020,1345.09,Bank Transfer,success,No,0.0
PAY01150,POL01151,2021-07-23,3179.27,Bank Transfer,paid,No,25.4
PAY01151,POL02906,2020-10-24,2651.0,Bank Transfer,Failed,No,0.0
PAY01152,POL01701,03-19-2019,293.8,Credit Card,Overdue,No,0.0
PAY01153,POL02888,2023-02-04,4317.29,Cheque,Overdue,No,84.17
PAY01154,POL00815,2022-10-19,$3941.53,Bank Transfer,PAID,No,0.0
PAY01155,POL02235,03 Jun 2019,3208.4,Cash,PAID,No,0.0
PAY01156,POL01672,2021-03-31,4513.11,Bank Transfer,Failed,No,0.0
PAY01157,POL01769,2024-11-29,2874.76,Cash,SUCCESS,Yes,0.0
PAY01158,POL01844,02-23-2023,3525.75,Bank Transfer,overdue,No,0.0
PAY01159,POL01965,05/09/2024,4529.47,Cash,failed,No,0.0
PAY01160,POL02946,12-13-2019,$3665.0,Cash,overdue,No,0.0
PAY01161,POL00443,18 Jul 2021,3166.14,Bank Transfer,SUCCESS,No,0.0
PAY01162,POL01065,13 Mar 2021,412.89,Cheque,paid,No,0.0
PAY01163,POL00703,2023-12-06,2522.28,Cheque,paid,No,0.0
PAY01164,POL00221,21/02/2023,4680.07,Cheque,SUCCESS,No,0.0
PAY01165,POL00510,01-28-2021,4242.65,Direct Debit,Paid,No,58.71
PAY01166,POL01855,2021-02-16,578.77,Bank Transfer,Failed,No,17.43
PAY01167,POL02920,17/12/2023,1540.77,Credit Card,Failed,Yes,0.0
PAY01168,POL00435,2020-02-08,2872.87,Direct Debit,paid,No,0.0
PAY01169,POL01649,18 Feb 2024,$4876.01,Credit Card,success,No,0.0
PAY01170,POL02587,2020-11-06,258.36,Cash,Pending,Yes,0.0
PAY01171,POL02608,2021-05-12,$991.03,Cheque,PAID,No,0.0
PAY01172,POL00694,06-13-2021,2360.24,Direct Debit,Pending,Yes,0.0
PAY01173,POL02535,09/05/2023,3282.59,Direct Debit,Failed,No,0.0
PAY01174,POL02805,02-13-2024,3980.62,Bank Transfer,Failed,Yes,0.0
PAY01175,POL00529,02/04/2023,$2856.43,Direct Debit,SUCCESS,No,0.0
PAY01176,POL00742,2023-10-04,1893.78,Cheque,Paid,No,0.0
PAY01177,POL01293,2021-08-15,1786.01,Credit Card,Overdue,No,0.0
PAY01178,POL01792,25 Apr 2023,3233.75,Credit Card,failed,No,0.0
PAY01179,POL01044,31 Jul 2019,1486.09,Cash,failed,No,0.0
PAY01180,POL00765,2021-11-12,588.9,Credit Card,SUCCESS,No,0.0
PAY01181,POL02959,11 Oct 2023,2661.71,Credit Card,PAID,Yes,0.0
PAY01182,POL02037,2019-11-05,1100.35,Cash,SUCCESS,No,0.0
PAY01183,POL00441,08-27-2019,266.5,Cash,Failed,No,0.0
PAY01184,POL02206,04-23-2021,1225.2,Bank Transfer,Paid,Yes,0.0
PAY01185,POL00497,21/02/2022,1143.67,Cash,Failed,No,0.0
PAY01186,POL02708,2020-05-10,4609.66,Bank Transfer,Overdue,No,0.0
PAY01187,POL00095,08-07-2021,4290.92,Cheque,overdue,No,0.0
PAY01188,POL01653,2024-02-19,781.96,Cheque,Failed,No,0.0
PAY01189,POL02891,2022-01-14,3177.1,Direct Debit,PAID,No,0.0
PAY01190,POL00999,13 Jul 2023,$385.46,Cash,success,No,0.0
PAY01191,POL02877,15/02/2021,1804.26,Credit Card,failed,No,0.0
PAY01192,POL00420,10-14-2021,3320.61,Cheque,failed,No,0.0
PAY01193,POL00710,07-06-2020,300.43,Credit Card,paid,No,88.37
PAY01194,POL01218,01 Aug 2019,686.83,Cash,Overdue,Yes,0.0
PAY01195,POL01340,19/12/2019,2757.6,Cash,SUCCESS,No,0.0
PAY01196,POL01361,2023-09-25,1590.97,Bank Transfer,SUCCESS,No,0.0
PAY01197,POL01567,2022-12-24,4294.99,Direct Debit,Pending,No,0.0
PAY01198,POL01262,08-12-2023,3810.67,Credit Card,success,No,0.0
PAY01199,POL00393,08/12/2024,$888.76,Direct Debit,paid,Yes,27.92
PAY01200,POL00977,11-25-2019,4315.44,Cash,Paid,Yes,0.0
PAY01201,POL02952,19/04/2021,2265.98,Bank Transfer,Overdue,No,0.0
PAY01202,POL01424,23/11/2019,2329.24,Cash,Pending,Yes,0.0
PAY01203,POL02855,2019-06-01,4755.59,Cash,PAID,No,0.0
PAY01204,POL00002,24 Sep 2021,4161.99,Bank Transfer,Pending,No,0.0
PAY01205,POL02257,14 Jan 2024,1515.26,Credit Card,Failed,Yes,55.69
PAY01206,POL02059,03-07-2020,1638.6,Cheque,Failed,No,0.0
PAY01207,POL02454,11-19-2020,3494.29,Credit Card,success,No,0.0
PAY01208,POL02145,,1171.22,Credit Card,PAID,No,0.0
PAY01209,POL02646,01/05/2023,706.4,Credit Card,SUCCESS,No,0.0
PAY01210,POL02412,09-16-2023,$2925.49,Bank Transfer,Pending,No,0.0
