vehicle_id,policyholder_id,make,model,year,color,vehicle_value_usd,mileage,fuel_type,vin,is_modified
VH00663,PH00663,Mercedes,C-Class,2012,White,107817.82,77396,Hybrid,6VF7GDLRL1KLXLYTN,False
VH00664,PH00664,Hyundai,Santa Fe,2012,Grey,88450.1,41671,Diesel,MA27XJBUYXLKSBBP3,True
VH00665,PH00665,Chevrolet,Spark,2023,Green,8903.45,23347,Diesel,T9TV2WX70PVE5149P,False
VH00666,PH00666,Mercedes,S-Class,2006,Black,101876.25,70221,Diesel,R8S2WAKJUL97XBW6L,True
VH00667,PH00667,BMW,5 Series,2008,White,84556.63,91475,Diesel,73U721ZKWESLT3YZ6,False
VH00668,PH00668,Honda,Accord,2022,Orange,17976.11,149920,Electric,S59X5HKG7VD42L2PE,True
VH00669,PH00669,Hyundai,Elantra,2020,Silver,60679.07,621564,Diesel,RKMS7JY6WF21ZFKCV,False
VH00670,PH00670,Hyundai,Tucson,2024,Silver,30113.75,188256,Ev,R85HN6NBVPZSNY5BR,True
VH00671,PH00671,Mercedes,GLE,2007,Silver,110731.92,105950,Hybrid,SPKRY4GLLTGSZWX4L,False
VH00672,PH00672,Nissan,Altima,2015,Silver,32691.42,31054,Hybrid,L2W0LF05Z23Z6XFFV,False
VH00673,PH00673,Chevrolet,Tahoe,2020,Yellow,59854.74,76744,Hybrid,NGPWG37K8E4MTNSU0,True
VH00674,PH00674,Nissan,Sentra,2012,Green,36679.83,96256,Diesel,MU1R3TS1JS4RY21X2,True
VH00675,PH00675,Hyundai,Sonata,2018,Black,37743.35,82916,Petrol,PJEE41NTS0H24AWFD,False
VH00676,PH00676,Audi,A6,2007,Grey,25737.43,60072,Petrol,PTTXD10UAFHZX77XE,False
VH00677,PH00677,Audi,Q7,2019,Silver,50494.95,25119,Ev,24DDBW1EDTVBYHL5E,True
VH00678,PH00678,Toyota,Corolla,2024,white,57224.81,198267,Ev,VSGH5J3MW3FUMWKGG,False
VH00679,PH00679,Honda,Accord,2021,Grey,47176.95,140210,Hybrid,TJBS8H5D6NSY9FFX7,False
VH00680,PH00680,Honda,Fit,2012,Grey,85498.49,42894,Diesel,X0N6PUMYVJC7S6Z8P,False
VH00681,PH00681,BMW,5 Series,2022,Green,54749.01,87077,Hybrid,4TJPWNSENR590JYVL,True
VH00682,PH00682,Ford,Escape,2008,White,11313.22,161005,Diesel,YJ1MUWTYEJ6Y9A2A9,False
VH00683,PH00683,Toyota,Prius,2015,Yellow,113976.2,50141,Hybrid,H64KWWZYNLZM42AXG,False
VH00684,PH00684,Honda,Accord,2017,Yellow,31498.86,96617,Diesel,ZU8ZKYCAF4V63Y8Z8,False
VH00685,PH00685,Toyota,Corolla,2008,Blue,87829.11,161600,Petrol,58CT0DAPYGW9J3FZ2,False
VH00686,PH00686,BMW,X3,2024,Blue,81508.55,593845,Electric,9SU3A1G4TVJKF0S77,False
VH00687,PH00687,Audi,TT,2018,Silver,39250.53,19690,Diesel,ZZ1GS31ULDD6KY2HC,False
VH00688,PH00688,Mercedes,E-Class,2004,gray,27146.32,121176,Hybrid,4WM6AB9URG5H8NE0E,False
VH00689,PH00689,Honda,Accord,2019,Grey,84564.13,96736,Diesel,MGXZJHZ727JDABLL9,False
VH00690,PH00690,Honda,Pilot,2021,Green,88027.15,0,Diesel,JYLZS3AJZ4J3CSVNG,True
VH00691,PH00691,Tesla,Cybertruck,2023,Yellow,26223.77,152121,Ev,EKPWZ2NCPZLSSKAL3,True
VH00692,PH00692,Honda,Pilot,2007,White,70490.48,71016,Diesel,5F16P1RA45SDTZD48,True
VH00693,PH00693,Honda,Accord,2010,Grey,63806.97,96543,Diesel,T03SM78CZJW21G6VP,False
VH00694,PH00694,Hyundai,Elantra,2008,Blue,76166.79,844073,Petrol,7E5SYDXF1LS6MK323,False
VH00695,PH00695,Tesla,Model S,2012,Red,7922.27,112458,Hybrid,49G7W8BLZ7ZX36ZYW,False
VH00696,PH00696,Tesla,Cybertruck,2005,White,103691.73,199828,Hybrid,3S9408VGZWLUZRSFX,False
VH00697,PH00697,BMW,5 Series,2019,Black,57432.94,159967,Petrol,EF1TT5TRTGEX36VT2,True
VH00698,PH00698,Toyota,RAV4,2006,Blue,9485.87,154698,Hybrid,A99467Z4N5NNKP3Z6,True
VH00699,PH00699,BMW,5 Series,2008,Orange,91032.74,29824,Diesel,H18P5XU5ET0ZT1DU9,False
VH00700,PH00700,BMW,5 Series,2019,gray,9837.8,80231,Diesel,MPY7PMJ3TWH442P7M,False
VH00701,PH00701,Mercedes,E-Class,2020,Black,57281.99,126323,Diesel,PMA6GRDAEB7AM5H07,False
VH00702,PH00702,BMW,X5,2011,Orange,85274.85,50631,Ev,1KRGTV9BJ5PMD7E84,False
VH00703,PH00703,Chevrolet,Spark,2015,Red,97952.23,79534,Petrol,FC3XHFU7WFZ2N5FUN,True
VH00704,PH00704,Mercedes,A-Class,2000,Red,108625.98,30713,Petrol,29JLCTG7NANXMEJWM,False
VH00705,PH00705,BMW,5 Series,2004,Yellow,34677.63,0,Petrol,R7Z8XBH5RE321V349,False
VH00706,PH00706,Audi,A4,2016,Black,53406.34,188654,Hybrid,Y48P3X3J51BT2B6UN,True
VH00707,PH00707,Hyundai,Tucson,2013,Silver,27810.6,54315,Ev,M0WR7TA91T0E49VFC,True
VH00708,PH00708,Audi,Q7,2016,Yellow,55112.07,77689,Electric,4PZ5JEJ45GGE9RZTJ,False
VH00709,PH00709,Mercedes,C-Class,2002,Grey,48199.63,126868,Petrol,H64EHF2R2WH92YCYX,True
VH00710,PH00710,Nissan,Leaf,2007,Yellow,89786.11,146752,Electric,NUJLXU6SAF7ANR654,True
VH00711,PH00711,Tesla,Model 3,2004,Blue,19513.18,103269,Ev,ZRJMT285G82MW8DD4,False
VH00712,PH00712,Ford,Mustang,2014,Orange,86435.02,81416,Petrol,1XVMM8EW3TTYLMVH8,True
VH00713,PH00713,Honda,Civic,2010,Blue,88327.27,186244,Hybrid,64XLFUR7G6E3AKA7K,False
VH00714,PH00714,Chevrolet,Spark,2009,White,113561.27,881469,Ev,CKZW9LE5JL71PU2CJ,True
VH00715,PH00715,Tesla,Model 3,2021,Yellow,43379.42,53474,Ev,6ABC3SN094H72BCCU,False
VH00716,PH00716,BMW,3 Series,2000,Red,78471.88,966640,Hybrid,MUR8MRRTE9U9TJU5T,False
VH00717,PH00717,Toyota,RAV4,2023,BLACK,68636.17,57171,Petrol,6XN1MWKYJCU1Z01HL,False
VH00718,PH00718,Tesla,Model Y,2018,Green,45057.15,1069,Hybrid,MU1SJT4SL667XNY3M,True
VH00719,PH00719,Mercedes,E-Class,2020,Blue,50161.73,193081,Petrol,AY5H35YXLECEZ31XD,False
VH00720,PH00720,BMW,X3,2001,gray,55577.81,10809,Electric,484AUKPEA3B4BY0RG,False
VH00721,PH00721,Nissan,Altima,2004,White,110002.33,41116,Hybrid,K0910726A54BTP8N5,False
VH00722,PH00722,Tesla,Model Y,2000,Yellow,83911.09,182250,Hybrid,61YZKLK7BLJ9XS3B7,False
VH00723,PH00723,Tesla,Model S,2006,Silver,52605.76,125285,Petrol,LTDMADTHWVD8VYB9K,False
VH00724,PH00724,Nissan,Rogue,2008,Green,88220.35,138425,Diesel,HEA1D6R74RJL0RZRN,False
VH00725,PH00725,Nissan,Altima,2021,Yellow,35873.79,61770,Petrol,8L56J6G91DUCYJ0L6,True
VH00726,PH00726,Tesla,Model S,2001,Yellow,60679.07,63519,Diesel,XJAD017ACD0UM4Y09,False
VH00727,PH00727,Nissan,Altima,2019,Yellow,48411.86,9724,Petrol,RZ9Y3YH2G54SM3KAN,False
VH00728,PH00728,Nissan,Rogue,2024,Black,112531.8,114859,Diesel,NF6YRS8S8PBD79JFC,False
VH00729,PH00729,BMW,X3,2020,Grey,103960.77,137414,Hybrid,0CLBTA8R27STHKF8Z,False
VH00730,PH00730,Ford,Mustang,2009,Blue,56201.32,130025,Ev,S95VXV26E50HBBFWJ,False
VH00731,PH00731,BMW,X5,2007,BLACK,109859.76,193243,Diesel,9NWGFHBT6ACP4BEGY,True
VH00732,PH00732,Ford,F-150,2001,Green,30491.91,8386,Hybrid,L18L8C2RNXLS728JS,False
VH00733,PH00733,Mercedes,A-Class,2010,Green,89141.83,101916,Petrol,WLXFGEMT72N5ZFPM9,False
VH00734,PH00734,Tesla,Cybertruck,2022,BLACK,70569.79,0,Petrol,VEWPJZD7Y49FLZ2FJ,True
VH00735,PH00735,Toyota,Camry,2021,Red,97695.33,118751,Diesel,575RA6D399UWMMAPC,True
VH00736,PH00736,Nissan,Rogue,2023,Black,87370.07,86625,Petrol,XCZEW8R16ZBDNR1SZ,False
VH00737,PH00737,Audi,A6,2020,Silver,10415.05,52352,Ev,B2E844LVYMT2NEPS2,False
VH00738,PH00738,Mercedes,GLE,2014,Yellow,41625.25,38753,Hybrid,BUC8PJWW1GNHRWN6K,True
VH00739,PH00739,Chevrolet,Tahoe,2010,White,119613.99,102392,Diesel,MT75JLE8BB1LL98UV,True
VH00740,PH00740,Toyota,Prius,2008,Silver,4523.5,155768,Hybrid,LH4823SM5UTW4JJTC,False
VH00741,PH00741,BMW,3 Series,2011,BLACK,54780.08,151017,Ev,RH6TDSW9GUA7SZWED,False
VH00742,PH00742,Mercedes,A-Class,2018,Red,79076.49,123381,Diesel,2YF1ZLPEP62NCVY4Y,False
VH00743,PH00743,Toyota,Corolla,2002,gray,60679.07,184588,Hybrid,XP887SNJRSZ68F20E,True
VH00744,PH00744,Ford,F-150,2006,Red,28042.91,19879,Ev,0FY6BJ83ZEEX6R9M7,True
VH00745,PH00745,Ford,Explorer,2010,gray,106125.82,4209,Ev,BL6GKVDYMN9SUMK78,False
VH00746,PH00746,Audi,Q7,2017,white,3759.24,182751,Petrol,GX1EV3EMNRNXY8TL9,False
VH00747,PH00747,Chevrolet,Equinox,2010,BLACK,58121.69,151194,Ev,THXUATLBNFZNJHU5B,False
VH00748,PH00748,Toyota,RAV4,2011,White,9055.26,56848,Petrol,BU7Y6RPMVC9HNL9MW,False
VH00749,PH00749,Honda,Accord,2020,Silver,35519.1,18689,Diesel,AA38MYJW0HTN619TK,True
VH00750,PH00750,Audi,TT,2012,white,101779.19,35161,Hybrid,UMWM1K2FFAV4WFAE9,True
VH00751,PH00751,Chevrolet,Tahoe,2012,Orange,18460.75,57064,Hybrid,LGWEVXUW5R1CDJ6HY,False
VH00752,PH00752,Honda,Accord,2022,gray,36788.23,55179,Petrol,S06KLDLWBAYFUEV7H,False
VH00753,PH00753,Audi,Q7,2006,BLACK,21979.28,188476,Petrol,CYXCLX5R7EWFC57EX,False
VH00754,PH00754,Ford,Explorer,2019,BLACK,53996.41,6033,Petrol,853CHGMRPT3GDPKS4,False
VH00755,PH00755,Toyota,Highlander,2001,White,46686.78,192409,Ev,44WD5N32CZMNXKSUR,False
VH00756,PH00756,BMW,3 Series,2012,Orange,48500.46,172302,Ev,EYHKBVYR27FVEPCN2,False
VH00757,PH00757,Hyundai,Tucson,2003,Blue,17471.21,115465,Electric,X94ZZXSER0G90MV30,False
VH00758,PH00758,BMW,M3,2022,Red,77911.09,151517,Electric,MAXKH49SCSPGKSSNH,False
VH00759,PH00759,Nissan,Sentra,2000,Orange,56747.34,95663,Petrol,PNV278550AFVMJ4UT,False
VH00760,PH00760,BMW,3 Series,2016,Silver,76399.33,128467,Petrol,KA98XK3JH11V0L81H,False
VH00761,PH00761,Ford,Escape,2016,white,81914.73,56569,Petrol,MMXS6ZZ0V4W6T3NLD,False
VH00762,PH00762,Ford,Explorer,2019,Blue,113735.41,92639,Hybrid,4KCR775S59571KRMS,False
VH00763,PH00763,Hyundai,Kona,2006,Green,114970.01,172185,Electric,WR9LF4R0X4UECSZZ8,False
VH00764,PH00764,Nissan,Sentra,2023,Red,84665.76,89344,Hybrid,EWZMSPPB1C0PDZC32,False
VH00765,PH00765,Nissan,Pathfinder,2008,Silver,35166.85,30161,Hybrid,HAKLA9SF564RG6TG6,False
VH00766,PH00766,Ford,Mustang,2001,white,108179.65,75631,Diesel,F9BNXH6Z5RF8WKW6D,False
VH00767,PH00767,Tesla,Model X,2023,white,95025.67,26196,Hybrid,CUL2BNAYMFY1ALGPE,False
VH00768,PH00768,Tesla,Model 3,2010,Grey,31795.83,59564,Diesel,PW3288ZT075HXVA8U,False
VH00769,PH00769,Chevrolet,Tahoe,2014,Yellow,60679.07,146207,Diesel,D8SGP1GPDPPD8YLP1,True
VH00770,PH00770,Ford,Escape,2001,Grey,10540.07,48932,Electric,AEC4YCBKXHF8L7Z9K,False
VH00771,PH00771,BMW,X3,2021,White,8182.56,161082,Petrol,R85SMBH3LXR4CTK5N,True
VH00772,PH00772,Tesla,Model S,2021,Blue,109414.82,37672,Electric,68BE6KMLCHPY17F6P,False
VH00773,PH00773,Mercedes,E-Class,2002,Green,82354.71,68328,Petrol,PHM2VXYY2CZXL1PP0,False
VH00774,PH00774,Audi,TT,2012,BLACK,73741.95,140936,Electric,1U5WG73TAAGYUT0E5,False
VH00775,PH00775,Ford,Focus,2012,Blue,70326.22,171132,Petrol,KDYX8AYFMAR53013N,False
VH00776,PH00776,Toyota,Corolla,2019,Orange,39341.65,16293,Petrol,PVCTH2980BE2ZVRT1,False
VH00777,PH00777,Hyundai,Tucson,2009,Grey,42646.49,91815,Ev,XGK8C84ZKWZHH85C2,False
VH00778,PH00778,Toyota,Highlander,2016,Red,24377.91,64818,Diesel,2YVGKC2E0KD7344RA,False
VH00779,PH00779,Audi,A4,2013,Green,95301.94,155064,Hybrid,VYAS8PVA7LSJYY044,True
VH00780,PH00780,Audi,Q5,2013,BLACK,15059.58,161301,Petrol,9GY7DTD9K4PAUC057,False
VH00781,PH00781,Tesla,Model 3,2024,Yellow,43430.77,106911,Diesel,JPDGDZ0YK2G5TT9NE,False
VH00782,PH00782,Tesla,Model 3,2009,gray,73773.15,139013,Hybrid,DDZR0SJ8SP1T3PVGG,True
VH00783,PH00783,Chevrolet,Spark,2008,Grey,55407.51,189720,Ev,AH2SH3ZNT60GKAS1C,False
VH00784,PH00784,Ford,Explorer,2000,White,12497.95,128575,Petrol,ZE0ZCSU8SETW5YF2M,False
VH00785,PH00785,Hyundai,Elantra,2007,Black,74587.3,123086,Electric,1PMPWVR4WJ0P74ASD,True
VH00786,PH00786,Nissan,Rogue,2000,Silver,119454.99,77795,Petrol,0SBVW12AS0U3UTWL9,True
VH00787,PH00787,Hyundai,Kona,2017,White,68476.26,69006,Petrol,9NUG6DU0JFPGWZS3E,False
VH00788,PH00788,BMW,X5,2006,Green,91762.7,149843,Hybrid,A8DZLRRRNKAP2ASZJ,False
VH00789,PH00789,Tesla,Model S,2010,Red,53921.89,183972,Diesel,6GZ39CJ1TZBVB6960,False
VH00790,PH00790,Audi,A6,2018,gray,111069.4,198777,Hybrid,9P1SP8GTZVKJS63BK,True
VH00791,PH00791,BMW,X3,2023,Red,34369.7,100777,Diesel,BLR5HKSJXW07MHFBJ,False
VH00792,PH00792,Mercedes,C-Class,2017,Black,42533.36,173690,Diesel,YAZ3SACKYVVXPR0PU,False
VH00793,PH00793,Mercedes,C-Class,2007,Red,12041.85,117894,Electric,JHC5DEZAKPGBF6R79,False
VH00794,PH00794,Hyundai,Sonata,2005,Yellow,78114.55,96527,Diesel,9JHM2EV1D3VY9MM1F,False
VH00795,PH00795,Mercedes,C-Class,2012,white,52299.06,151833,Hybrid,DZXTC5RJUYJWE0BZL,True
VH00796,PH00796,Hyundai,Sonata,2017,Green,112782.32,180525,Diesel,600DX799FJYVZBW32,True
VH00797,PH00797,Nissan,Leaf,2018,Blue,106487.54,166799,Hybrid,7DALT1ZDKN3H0FCVW,False
VH00798,PH00798,Ford,Explorer,2023,Blue,36214.89,781,Petrol,PUWHM0KFVDC0TPFYT,True
VH00799,PH00799,Audi,A6,2024,Green,35619.12,38749,Petrol,JY0MBJRABWZ01B4DD,False
VH00800,PH00800,BMW,5 Series,2016,white,105758.02,103404,Electric,BZDJX36G6RSALJJ4L,False
VH00801,PH00801,Toyota,Corolla,2009,White,43924.19,180732,Petrol,071DKB66MGHUUZ892,False
VH00802,PH00802,Mercedes,GLE,2015,white,10776.11,53589,Diesel,7B2RN3PAEDZ8N1A2P,False
VH00803,PH00803,Hyundai,Elantra,2012,White,14713.91,155750,Hybrid,W9UFL2DSLKE2DZC2L,False
VH00804,PH00804,Mercedes,E-Class,2006,White,88674.6,121988,Hybrid,TUTG7ENTNETMS5601,False
VH00805,PH00805,Toyota,Prius,2011,Green,3427.37,126722,Petrol,K6SXGYJBVWKK3AT3N,False
VH00806,PH00806,Toyota,RAV4,2004,Blue,89178.8,174567,Ev,6Z71FRSEPMVKB9VAX,False
VH00807,PH00807,Mercedes,C-Class,2011,Blue,92170.81,168856,Diesel,1YC69J8B9RPFVAN10,False
VH00808,PH00808,Audi,A4,2013,white,112233.62,72937,Hybrid,DHY7LJ3C1V1F7XHEK,False
VH00809,PH00809,Mercedes,GLE,2003,Green,61851.27,127420,Diesel,C71CS6LGYW7SR3YVW,False
VH00810,PH00810,Audi,A4,2019,Blue,9674.4,117520,Diesel,F2L76T5MUCE6FJ4L0,True
VH00811,PH00811,Chevrolet,Silverado,2022,Silver,67654.73,34405,Petrol,CWTMADNX9585W2K6T,False
VH00812,PH00812,Ford,Explorer,2024,Green,105045.62,176693,Petrol,WL9YYF5E8PM52XG8G,False
VH00813,PH00813,Mercedes,GLE,2019,Silver,65724.03,100504,Ev,HHAXH6MYS5U9K8G5F,False
VH00814,PH00814,Ford,F-150,2014,White,97392.77,27332,Diesel,B0VSZ9GFGT7432NES,False
VH00815,PH00815,Chevrolet,Silverado,2018,Grey,90771.63,131908,Petrol,L42JCG5CRLSD0A9F8,False
VH00816,PH00816,Honda,Accord,2018,Yellow,86381.64,180810,Hybrid,WVZ7ATC8RF4ZC3EFD,False
VH00817,PH00817,Nissan,Sentra,2001,White,14912.85,50205,Ev,72B9Y5EXW12Z2ZTUX,False
VH00818,PH00818,Audi,Q5,2003,Yellow,48249.08,65356,Diesel,BU4FDYE7H3M87810E,False
VH00819,PH00819,Honda,Fit,2017,BLACK,66609.5,111527,Hybrid,C7E0RDWTR6V2FFFME,True
VH00820,PH00820,Chevrolet,Malibu,2015,Silver,108153.46,38120,Petrol,DRWUZR81E8DHSDTEY,False
VH00821,PH00821,Mercedes,A-Class,2005,Black,51777.34,218,Hybrid,XCWYEVZU651FMYDLG,False
VH00822,PH00822,Audi,A4,2017,gray,60679.07,46063,Petrol,BX86H8F1N2FRMHB63,False
VH00823,PH00823,BMW,M3,2011,White,64388.49,92664,Diesel,4YFV5L64RPZATD204,False
VH00824,PH00824,Nissan,Leaf,2008,Orange,49853.98,16598,Diesel,U9PBBYUN0A9R7KW6S,True
VH00825,PH00825,Mercedes,E-Class,2002,Black,74640.5,137419,Petrol,5FL0VC5H24BJRDV04,False
VH00826,PH00826,Chevrolet,Silverado,2022,Orange,28832.93,29571,Diesel,M6ML1JC6BYXX7UA8Y,False
VH00827,PH00827,BMW,3 Series,2019,Green,37661.62,196612,Electric,YYMP9JCXK8EXBELGA,False
VH00828,PH00828,Nissan,Rogue,2019,Yellow,11389.27,38384,Electric,CTUGHZ8YDTMRVY7PX,True
VH00829,PH00829,Hyundai,Kona,2005,BLACK,54749.36,57013,Hybrid,EL4733DG5CYREKY8F,False
VH00830,PH00830,BMW,X3,2009,gray,5842.86,98149,Petrol,DV7YH5LNVA0XPYU30,False
VH00831,PH00831,Ford,Explorer,2011,white,50497.09,107271,Electric,JG46J3SBJGT3BF8ME,False
VH00832,PH00832,Tesla,Model 3,2002,Red,49612.38,120371,Diesel,2HSP2P0CM1WSWAC2K,False
VH00833,PH00833,Hyundai,Sonata,2012,Green,22126.6,127672,Electric,0HWSD2U5K3T5W27WV,False
VH00834,PH00834,BMW,X5,2012,Red,73100.45,61886,Hybrid,R7MSSN4TMSYE3G8PG,False
VH00835,PH00835,Nissan,Pathfinder,2020,Yellow,82644.11,94734,Ev,AW20ZMT6TY46SNLZC,True
VH00836,PH00836,BMW,X3,2005,Red,13522.48,138568,Hybrid,JS4FZYBCF0GBTKM00,False
VH00837,PH00837,Honda,Pilot,2016,Yellow,61507.0,105485,Electric,EZYLVRC9R0EX6HU26,False
VH00838,PH00838,Tesla,Model 3,2007,Red,50413.48,100207,Ev,ZK9Z6RSR8FBPXF8KS,False
VH00839,PH00839,Toyota,RAV4,2012,Orange,75796.88,130639,Petrol,T2KR8M63BT5G5XVUY,True
VH00840,PH00840,Nissan,Leaf,2023,Silver,4320.87,178708,Ev,H8A8T0B4AMFX72S66,False
VH00841,PH00841,Toyota,Corolla,2023,Black,50250.85,84424,Diesel,RVUYJWYRV0M2WWWH9,False
VH00842,PH00842,Toyota,Prius,2010,gray,110702.08,144746,Petrol,07ZZU7TR6DA1T121X,True
VH00843,PH00843,Mercedes,S-Class,2001,Orange,113972.41,90690,Hybrid,DDSHH7BMKNYCWNWGM,False
VH00844,PH00844,Audi,A4,2007,Black,4007.17,102882,Ev,T7TVSB6XCHT695BBG,True
VH00845,PH00845,Chevrolet,Tahoe,2005,white,20857.2,139842,Hybrid,3KYGFAYDWV2T3HKM8,True
VH00846,PH00846,Ford,F-150,2022,Black,58581.33,62186,Ev,3L1SXPSAFNKXA92GJ,False
VH00847,PH00847,Tesla,Cybertruck,2017,Silver,94523.5,116929,Diesel,KSM7LLMNG6PB2LR2U,False
VH00848,PH00848,BMW,X5,2007,Silver,90342.9,26854,Hybrid,RB28N817602XAD3KA,False
VH00849,PH00849,BMW,5 Series,2005,BLACK,52940.28,191028,Ev,S4UJHZ5WJ92NV202K,False
VH00850,PH00850,Mercedes,C-Class,2003,White,89105.91,112595,Diesel,4K2LSXZ0HJJ9PY9XE,False
VH00851,PH00851,Tesla,Model 3,2024,gray,115934.99,60780,Petrol,EL32YHJXX1JRJ6TVX,False
VH00852,PH00852,Chevrolet,Tahoe,2018,BLACK,91758.29,0,Hybrid,12A43K6KT23GA97BZ,False
VH00853,PH00853,Toyota,RAV4,2015,White,73467.08,86608,Petrol,FDDW7YE0RE69DHR8A,False
VH00854,PH00854,Chevrolet,Silverado,2009,Green,72024.99,53649,Electric,EWXERVP27F3H4V1C8,False
VH00855,PH00855,Audi,TT,2021,Orange,116295.43,21678,Electric,5X5001BN2SUB6HGYN,False
VH00856,PH00856,Mercedes,GLE,2015,gray,18070.14,188509,Ev,DJF61VMTPARMT88E0,False
VH00857,PH00857,Hyundai,Kona,2007,White,75278.79,96967,Petrol,N3YFP56D96UC3JZ1X,False
VH00858,PH00858,Tesla,Model X,2015,White,77054.59,3159,Hybrid,MRZHF4KUJE3D2R31Y,False
VH00859,PH00859,Nissan,Leaf,2004,Grey,46551.27,76990,Diesel,WXTBH6GPB3HVRDTY7,False
VH00860,PH00860,Ford,Focus,2020,BLACK,60679.07,0,Electric,DK8ZH4G0FLPPTW88J,False
VH00861,PH00861,Hyundai,Elantra,2010,Green,13352.18,83139,Diesel,JGLRVDZ0HYD29LAYF,True
VH00862,PH00862,Hyundai,Tucson,2014,Silver,118958.59,0,Ev,Z1ZM26S7T52T6JEK1,True
VH00863,PH00863,Audi,A4,2007,white,32264.31,129247,Diesel,1WVS7THRYE59APY5X,False
VH00864,PH00864,Toyota,Prius,2004,white,95195.7,12599,Hybrid,MCLL7M6DP1T1Z6S0M,False
VH00865,PH00865,Audi,Q7,2003,Grey,57977.37,40298,Petrol,EY5XC1SSAH87KU59L,False
VH00866,PH00866,Ford,F-150,2002,Orange,87137.08,150491,Hybrid,CZ9UKHJ39C80DS2D4,False
VH00867,PH00867,Honda,Fit,2022,Silver,73301.98,122382,Electric,KADCCX43H1H2NMK8E,False
VH00868,PH00868,Nissan,Sentra,2004,Black,44657.6,154574,Diesel,TP7MYF08CUURL1E0F,False
VH00869,PH00869,BMW,5 Series,2015,Green,85959.73,196051,Electric,444AZVDX1Z0RD9NG3,False
VH00870,PH00870,BMW,X3,2010,White,11140.8,177992,Hybrid,R0G4X1GN1R12FDMDP,True
VH00871,PH00871,BMW,X5,2004,BLACK,60679.07,29675,Diesel,CJYNT41EMXHCXJKYZ,False
VH00872,PH00872,Nissan,Altima,2020,Yellow,105279.14,37216,Hybrid,C888RLZ0N7D5AALD5,False
VH00873,PH00873,Audi,A6,2003,Grey,24038.49,88987,Diesel,EW0160AYG48F7KVY6,False
VH00874,PH00874,Ford,F-150,2005,Green,4976.0,18411,Petrol,VCWR6XBBWB4NA8WPR,True
VH00875,PH00875,BMW,X3,2017,White,58739.17,123322,Petrol,HEUWEZUT41BT834XE,False
VH00876,PH00876,Tesla,Model Y,2011,Blue,65345.46,14311,Electric,BM97XTXWK31BPCUS5,True
VH00877,PH00877,Nissan,Rogue,2019,white,60679.07,637001,Electric,LR6H4PY312B171HH6,False
VH00878,PH00878,Nissan,Leaf,2015,gray,111565.25,4883,Petrol,GSZYX24DZB6R3U17W,False
VH00879,PH00879,Nissan,Altima,2022,gray,39244.54,74740,Hybrid,6LC1HYV4EJH230HRT,True
VH00880,PH00880,Hyundai,Sonata,2002,BLACK,22848.67,131955,Petrol,FR89G5BHGBEBMTPC6,False
VH00881,PH00881,Tesla,Cybertruck,2000,white,76127.26,179624,Petrol,8BR58F1L5V3PRKRCY,False
VH00882,PH00882,Nissan,Sentra,2016,Green,84906.41,21676,Petrol,KHWSCWT4WKYMZ2HUL,False
VH00883,PH00883,Ford,Mustang,2004,White,6468.49,93127,Ev,T9HKHT30WHF96RGPN,False
VH00884,PH00884,Toyota,Highlander,2006,Yellow,67632.94,6893,Hybrid,HG50X3YWJTXMZ102N,False
VH00885,PH00885,Toyota,Camry,2022,Black,60589.09,131310,Diesel,EGRD7SL2SN2402VMZ,True
VH00886,PH00886,BMW,X3,2014,Green,105545.63,199230,Ev,YXKKZMLNV439ZN0RJ,True
VH00887,PH00887,BMW,M3,2003,Green,107873.0,11134,Hybrid,E9FL54NFGPPNU1V6J,False
VH00888,PH00888,Hyundai,Elantra,2009,gray,75353.14,11917,Petrol,UF4D9R8JWXWP9VX9U,False
VH00889,PH00889,Hyundai,Sonata,2001,Green,92051.24,184928,Petrol,WJZU6V9VDYS0LVPFF,False
VH00890,PH00890,Ford,Explorer,2018,Green,100801.84,27490,Diesel,VB5TDBP4WZ8MUAHAN,False
VH00891,PH00891,Ford,F-150,2013,Orange,80327.93,97252,Electric,JM7AJ13RRL1W0ZJYH,False
VH00892,PH00892,Toyota,RAV4,2019,Black,103965.02,69512,Petrol,X9GNW99FEJZE7KPXP,False
VH00893,PH00893,Hyundai,Sonata,2004,White,104204.17,93268,Petrol,JDX6ZYGYP4WECP8DU,False
VH00894,PH00894,BMW,X5,2019,Red,116712.99,91485,Hybrid,W2EF32JF3RUBG2ZCL,False
VH00895,PH00895,Mercedes,S-Class,2007,Red,66197.17,129157,Hybrid,8NGA4HF4979CGESL8,False
VH00896,PH00896,Hyundai,Tucson,2003,Green,93054.62,2252,Ev,PUCRMUE9DVE6KW8HS,False
VH00897,PH00897,Nissan,Leaf,2019,Red,98132.4,24964,Diesel,34L3MDE9618EP1999,False
VH00898,PH00898,Toyota,Prius,2009,BLACK,55426.32,113701,Ev,SV0YHDJX6NG0S7FGM,False
VH00899,PH00899,Ford,Explorer,2016,BLACK,29245.49,150952,Petrol,68E52E3WCG6B805TY,False
VH00900,PH00900,Chevrolet,Malibu,2024,Yellow,74859.27,177147,Petrol,NPEA4YBUZEM8PFAXY,False
VH00901,PH00901,Ford,Escape,2011,Yellow,95667.46,0,Diesel,WX8W4XH4MHW6LM9J9,False
VH00902,PH00902,Audi,TT,2010,Yellow,101677.55,0,Diesel,2FKL4VUV3KS38C590,False
